id,latitude,longitude,address,event_type,event_cause,priority,requires_road_closure,status,corridor,zone,junction,start_datetime,closed_datetime,police_station,hour,day_of_week,is_peak_hour,severity_score,duration_mins,corridor_incident_count,zone_incident_count,is_active
FKID005351,13.0251804,77.7190904,"MBT Road, CSR Golden Gate Layout, Sidhappa Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",unplanned,vehicle_breakdown,Low,True,closed,Non-corridor,East Zone 2,,2023-12-18 01:20:34.776000+00:00,,K.R. Pura,1.0,Monday,0,5,,3124.0,190.0,0
FKID005352,13.0262679,77.5803919,"Dr Rajgopal Road, Ashwath Nagar, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)",unplanned,vehicle_breakdown,Low,False,closed,Non-corridor,North Zone 2,,2023-12-18 02:06:30.689000+00:00,,Kodigehalli,2.0,Monday,0,2,,3124.0,413.0,0
FKID005353,13.0551323,77.6009435,"Dasarahalli Main Road, Verma Layout, Bhuvaneshwari Nagar, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",unplanned,procession,Low,True,closed,Non-corridor,North Zone 1,,2023-12-18 05:05:50.417000+00:00,,Hebbala,5.0,Monday,1,8,,3124.0,318.0,0
FKID005354,13.05616,77.6025483,"8th Cross Road, Verma Layout, Bhuvaneshwari Nagar, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",planned,procession,Low,False,closed,Non-corridor,North Zone 1,,2023-12-18 05:29:27.755000+00:00,,Hebbala,5.0,Monday,1,5,,3124.0,318.0,0
FKID005355,12.9716801,77.6522918,"725, 4th Main Road, Puttappa Layout, New Thippasandra, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560075, India",unplanned,accident,Low,False,closed,Non-corridor,Central Zone 1,,2023-12-18 09:34:29.506000+00:00,,Jeevanbheemanagar,9.0,Monday,0,6,,3124.0,269.0,0
FKID005356,12.9964917,77.584805,"Sankey Road, Chandravarkar Layout, Jayamahal, Bengaluru, Karnataka. Pin-560020 (India)",unplanned,vehicle_breakdown,High,False,closed,Bellary Road 1,Central Zone 2,,2023-12-18 20:04:44.014000+00:00,2023-12-18 20:22:36.809483+00:00,High ground,20.0,Monday,1,3,17.879924716666668,610.0,623.0,0
FKID005357,12.8774395,77.6030816,"Begur Main Road, Gramatana, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)",unplanned,pot_holes,Low,False,active,Non-corridor,South Zone 2,,2023-12-18 21:08:14.576000+00:00,,Hulimavu,21.0,Monday,1,3,,3124.0,354.0,1
FKID005358,12.8830905,77.6100616,"Vishveswaraiah Road, Rashi Pride, Avani Shringeri Nagar, Devarachikannahalli, Bengaluru, Karnataka. Pin-560076 (India)",unplanned,pot_holes,Low,False,active,Non-corridor,South Zone 2,,2023-12-18 21:09:57.774000+00:00,,Hulimavu,21.0,Monday,1,3,,3124.0,354.0,1
FKID005359,12.8783186,77.6095049,"Vishveswaraiah Road, BTM Layout Stage 6, Bengaluru, Karnataka. Pin-560076 (India)",unplanned,pot_holes,Low,False,active,Non-corridor,South Zone 2,,2023-12-18 21:12:18.984000+00:00,,Hulimavu,21.0,Monday,1,3,,3124.0,354.0,1
FKID005360,12.8829479,77.6100225,"Vishveswaraiah Road, Rashi Pride, Avani Shringeri Nagar, Devarachikannahalli, Bengaluru, Karnataka. Pin-560076 (India)",unplanned,pot_holes,Low,False,active,Non-corridor,South Zone 2,,2023-12-18 21:14:56.703000+00:00,,Hulimavu,21.0,Monday,1,3,,3124.0,354.0,1
FKID005361,13.0260995,77.5855288,"Bellary Road, CBI Quarters, KGH Layout, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",unplanned,vehicle_breakdown,High,False,closed,Bellary Road 1,North Zone 2,,2023-12-18 21:14:45.623000+00:00,,R.T. Nagar,21.0,Monday,1,3,,610.0,413.0,0
FKID005362,12.883259,77.6085878,"BDA 80 Feet Road, Suraksha Landmark, Jai Hanuman Nagar, Arakere, Bengaluru, Karnataka. Pin-560076 (India)",unplanned,pot_holes,Low,False,active,Non-corridor,South Zone 2,,2023-12-18 21:17:32.360000+00:00,,Hulimavu,21.0,Monday,1,3,,3124.0,354.0,1
FKID005363,13.0260537,77.5855025,"Bellary Road, CBI Quarters, KGH Layout, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",unplanned,vehicle_breakdown,High,False,closed,Bellary Road 1,North Zone 2,,2023-12-18 21:17:36.187000+00:00,,Kodigehalli,21.0,Monday,1,3,,610.0,413.0,0
FKID005364,12.8781433,77.6103688,"DLF Town Road, Avani Shringeri Nagar, Devarachikannahalli, Bengaluru, Karnataka. Pin-560076 (India)",unplanned,pot_holes,Low,False,active,Non-corridor,South Zone 2,,2023-12-18 21:23:20.361000+00:00,,Hulimavu,21.0,Monday,1,3,,3124.0,354.0,1
FKID005365,12.8768426,77.6110926,"Westend Avenue, Club Meadows House of Hiranandani, Akshaya Nagar West, Yelenahalli, Bengaluru, Karnataka. Pin-560076 (India)",unplanned,pot_holes,Low,False,active,Non-corridor,South Zone 2,,2023-12-18 21:24:58.229000+00:00,,Hulimavu,21.0,Monday,1,3,,3124.0,354.0,1
FKID005366,12.8761152,77.6167541,"Westend Avenue, Akshaya Nagar, Nyanappanahalli, Devarachikannahalli, Bengaluru, Karnataka. Pin-560068 (India)",unplanned,pot_holes,Low,False,active,Non-corridor,South Zone 1,,2023-12-18 21:28:21.614000+00:00,,Hulimavu,21.0,Monday,1,3,,3124.0,233.0,1
FKID005367,12.8678404,77.6171272,"Yelenahalli Main Road, Opal Akshaya Villa, Akshaya Nagar East, Yelenahalli, Bengaluru, Karnataka. Pin-560068 (India)",unplanned,pot_holes,Low,False,active,Non-corridor,South Zone 1,,2023-12-18 21:32:20.039000+00:00,,Hulimavu,21.0,Monday,1,3,,3124.0,233.0,1
FKID005368,12.8693181,77.616236,"Yelenahalli Main Road, Janhavi Nivas Apartment, Akshaya Nagar West, Yelenahalli, Bengaluru, Karnataka. Pin-560076 (India)",unplanned,pot_holes,Low,False,active,Non-corridor,South Zone 1,,2023-12-18 21:33:30.372000+00:00,,Hulimavu,21.0,Monday,1,3,,3124.0,233.0,1
FKID005369,12.8768732,77.6162535,"Nyanappanahalli Main Road, Akshaya Nagar, Nyanappanahalli, Devarachikannahalli, Bengaluru, Karnataka. Pin-560068 (India)",unplanned,pot_holes,Low,False,active,Non-corridor,South Zone 2,,2023-12-18 21:40:29.172000+00:00,,Hulimavu,21.0,Monday,1,3,,3124.0,354.0,1
FKID005370,12.8788083,77.6165293,"Nyanappanahalli Main Road, Mahaveer Rhythm, Nyanappanahalli, Devarachikannahalli, Bengaluru, Karnataka. Pin-560068 (India)",unplanned,pot_holes,Low,False,active,Non-corridor,South Zone 2,,2023-12-18 21:45:58.586000+00:00,,Hulimavu,21.0,Monday,1,3,,3124.0,354.0,1
FKID005371,12.8772564,77.6162832,"Nyanappanahalli Main Road, Aashrayaa Serenity, Nyanappanahalli, Devarachikannahalli, Bengaluru, Karnataka. Pin-560068 (India)",unplanned,pot_holes,Low,False,active,Non-corridor,South Zone 2,,2023-12-18 21:47:19.169000+00:00,,Hulimavu,21.0,Monday,1,3,,3124.0,354.0,1
FKID005372,12.9846424,77.5970767,"Cunningham Road, SG Balekundry Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",unplanned,vehicle_breakdown,High,False,closed,CBD 2,Central Zone 2,IndianExpressJunction,2023-12-18 22:29:46.632000+00:00,,High ground,22.0,Monday,1,3,,104.0,623.0,0
FKID005373,13.0229251,77.6468839,"MBT Road, Sri Bhaktha Kanakadasa Circle, Babusapalya, Bengaluru, Karnataka. Pin-560043 (India)",unplanned,vehicle_breakdown,High,False,closed,ORR North 1,East Zone 2,KalyanNagar-ORR Junc,2023-12-18 22:40:07.859000+00:00,,Hennuru,22.0,Monday,1,3,,275.0,190.0,0
FKID005374,12.97587769,77.56433655,"G Narayana Kumar Road, Prestige West Woods, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",unplanned,others,High,False,active,Magadi Road,Central Zone 2,LeprosyhospitalJunc,2023-12-18 22:49:06.259000+00:00,,Magadi Road,22.0,Monday,1,3,,245.0,623.0,1
FKID005375,12.9623268,77.629384,"Old Airport Road, Agaram, Bengaluru, Karnataka. Pin-560007 (India)",unplanned,vehicle_breakdown,Low,False,closed,Non-corridor,Central Zone 1,,2023-12-18 22:59:50.839000+00:00,,Halasur,22.0,Monday,1,2,,3124.0,269.0,0
FKID005376,13.1140117,77.6062667,"Bellary Road, SN Halli, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",unplanned,vehicle_breakdown,High,False,closed,Bellary Road 2,North Zone 2,,2023-12-18 23:03:44.478000+00:00,,Yelahanka,23.0,Monday,0,3,,379.0,413.0,0
FKID005377,13.1116919,77.6045523,"2nd Main Road, Venkatachala Layout, Palanahalli, Bengaluru, Karnataka. Pin-560064 (India)",unplanned,others,High,False,closed,Bellary Road 2,North Zone 2,,2023-12-18 23:04:49.083000+00:00,2023-12-20 05:45:50.145468+00:00,Yelahanka,23.0,Monday,0,3,1841.0177078000002,379.0,413.0,0
FKID005378,13.0187649,77.5577122,"CV Raman Road, Yeshwanthapura Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",unplanned,vehicle_breakdown,High,False,closed,Tumkur Road,West Zone 2,YeshwanthpuraCircle,2023-12-18 23:17:12.359000+00:00,2023-12-18 23:42:41.360236+00:00,Yeshwanthpura,23.0,Monday,0,3,25.483353933333333,458.0,358.0,0
FKID005379,12.8794381,77.6459502,"Electronics City Flyover, Sri Tirumala Sarovar, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",unplanned,accident,High,False,closed,Hosur Road,South Zone 2,,2023-12-18 23:17:50.522000+00:00,2023-12-18 23:51:19.132110+00:00,Electronic City,23.0,Monday,0,7,33.47683516666667,298.0,354.0,0
FKID005380,12.9134986,77.6038584,"7th Cross Road, MICO Layout, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",unplanned,construction,Low,False,closed,Non-corridor,South Zone 2,,2023-12-19 00:56:15.062000+00:00,2023-12-22 01:04:55.142094+00:00,Mico Layout,0.0,Tuesday,0,4,4328.668001566667,3124.0,354.0,0
FKID005381,13.0815595,77.5482229,"MS Palaya Circle, Mohammad Sab Palya Circle, Vidyaranyapura, Bengaluru, Karnataka. Pin-560097 (India)",unplanned,vehicle_breakdown,Low,False,closed,Non-corridor,North Zone 1,,2023-12-20 00:45:55.392000+00:00,2023-12-19 02:05:45.656825+00:00,Yelahanka,0.0,Wednesday,0,2,0.0,3124.0,318.0,0
FKID005382,13.019729,77.7090559,"MBT Road, Zero Tolerance Junction, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",unplanned,vehicle_breakdown,Low,False,closed,Non-corridor,East Zone 2,,2023-12-19 02:22:05.197000+00:00,2023-12-19 03:43:31.391524+00:00,K.R. Pura,2.0,Tuesday,0,2,81.4365754,3124.0,190.0,0
FKID005383,13.07578,77.6508617,"K Narayanapura, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560077, India",unplanned,accident,Low,False,closed,Non-corridor,East Zone 2,,2023-12-19 02:47:52.604830+00:00,,Hennuru,2.0,Tuesday,0,6,,3124.0,190.0,0
FKID005384,13.1093673,77.6036098,"Bellary Road, Embassy Business Hub, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",unplanned,others,High,False,closed,Bellary Road 2,North Zone 2,,2023-12-19 04:32:43.800000+00:00,2023-12-20 05:45:52.110185+00:00,Yelahanka,4.0,Tuesday,0,3,1513.1385030833333,379.0,413.0,0
FKID005385,13.0481741,77.4988696,"Mumbai Bengaluru Highway, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",unplanned,vehicle_breakdown,Low,False,closed,Non-corridor,West Zone 1,,2023-12-19 04:33:08.376000+00:00,,Peenya,4.0,Tuesday,0,2,,3124.0,433.0,0
FKID005386,13.0076699,77.5267781,"Dr Rajkumar Puniya Bhoomi Road, Narasimhaswamy Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",unplanned,vehicle_breakdown,Low,False,closed,Non-corridor,West Zone 1,,2023-12-19 05:08:28.526000+00:00,,Rajajinagar,5.0,Tuesday,1,2,,3124.0,433.0,0
FKID005387,13.0073591,77.5266529,"Dr Rajkumar Puniya Bhoomi Road, Narasimhaswamy Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",unplanned,vehicle_breakdown,Low,False,closed,Non-corridor,West Zone 1,,2023-12-19 05:12:55.493000+00:00,,Rajajinagar,5.0,Tuesday,1,2,,3124.0,433.0,0
FKID005388,12.97574,77.5096283,"Kengeri Main Road, Bayamma Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560091 (India)",unplanned,vehicle_breakdown,Low,False,closed,Non-corridor,West Zone 1,,2023-12-19 05:23:38.165000+00:00,,Jnanabharathi,5.0,Tuesday,1,2,,3124.0,433.0,0
FKID005389,12.9895606,77.6638081,"Varthuru Road, Deja View Homes, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",planned,construction,Low,True,closed,Non-corridor,Central Zone 1,,2023-12-19 06:13:06.931000+00:00,,Banaswadi,6.0,Tuesday,1,7,,3124.0,269.0,0
FKID005390,12.9854074,77.5250191,"Magadi Main Road, Vinayaka Nagar, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",unplanned,vehicle_breakdown,High,False,closed,Magadi Road,West Zone 1,,2023-12-19 06:25:31.479000+00:00,,Kamakshipalya,6.0,Tuesday,1,3,,245.0,433.0,0
FKID005391,12.9460489,77.6984784,"Outer Ring Road, Sumadhura Platinum Square, Kadubisanahalli, Bengaluru, Karnataka. Pin-560037 (India)",unplanned,vehicle_breakdown,High,False,closed,ORR East 1,East Zone 1,,2023-12-19 19:30:06.393000+00:00,,HAL Old Airport,19.0,Tuesday,1,3,,244.0,253.0,0
FKID005392,12.8851455,77.6424929,"Hosur Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",unplanned,accident,High,False,closed,Hosur Road,South Zone 2,,2023-12-19 19:56:48.302000+00:00,,Electronic City,19.0,Tuesday,1,7,,298.0,354.0,0
FKID005393,13.0333942,77.5885499,"Anand Nagar Main Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",unplanned,accident,High,False,closed,Bellary Road 1,North Zone 2,,2023-12-19 20:14:13.190000+00:00,,Hebbala,20.0,Tuesday,1,7,,610.0,413.0,0
FKID005394,12.9694992,77.700567,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",planned,construction,High,False,closed,ORR East 2,East Zone 1,,2023-12-19 21:02:15.695000+00:00,,HAL Old Airport,21.0,Tuesday,1,5,,187.0,253.0,0
FKID005395,12.95452,77.6424384,"Nagasandra Road, Serenity Layout, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",unplanned,pot_holes,High,False,active,IRR(Thanisandra road),Central Zone 1,,2023-12-19 22:02:45.434000+00:00,,Jeevanbheemanagar,22.0,Tuesday,1,4,,95.0,269.0,1
FKID005396,13.090383,77.5966984,"Bellary Road, Legacy Cirocco, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",unplanned,vehicle_breakdown,High,False,closed,Bellary Road 2,North Zone 2,,2023-12-19 22:24:37.015000+00:00,2023-12-19 22:31:27.981976+00:00,Yelahanka,22.0,Tuesday,1,3,6.8494496,379.0,413.0,0
FKID005397,13.0325733,77.629965,"MBT Road, Block 4 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",unplanned,vehicle_breakdown,High,True,closed,ORR North 1,North Zone 1,,2023-12-19 22:49:32.752000+00:00,,Hennuru,22.0,Tuesday,1,6,,275.0,318.0,0
FKID005398,13.0495297,77.4954996,"Mumbai Bengaluru Highway, Bagalagunte, Bengaluru, Karnataka. Pin-560073 (India)",unplanned,vehicle_breakdown,Low,False,closed,Non-corridor,West Zone 1,,2023-12-19 22:54:25.344000+00:00,,Chikkabanavara,22.0,Tuesday,1,2,,3124.0,433.0,0
FKID005399,13.0265128,77.6201471,"Nagawara Main Road, Gogappa Industrial Area, Kadugondanahalli, Bengaluru, Karnataka. Pin-560045 (India)",unplanned,others,Low,False,closed,Non-corridor,North Zone 1,,2023-12-20 03:52:39.479000+00:00,2024-02-11 04:47:41.461211+00:00,K.G. Halli,3.0,Wednesday,0,2,76375.03303685,3124.0,318.0,0
FKID005400,13.0199284,77.5006714,"1st Cross Road, Kempaiah Garden, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",unplanned,vehicle_breakdown,High,False,resolved,Tumkur Road,West Zone 1,,2023-12-19 23:16:52.740000+00:00,,Yeshwanthpura,23.0,Tuesday,0,3,,458.0,433.0,0
FKID005401,12.8967191,77.5723686,"Jaraganahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560078, India",unplanned,accident,Low,False,closed,Non-corridor,South Zone 2,,2023-12-19 22:40:09.437000+00:00,,J.P. Nagar,22.0,Tuesday,1,6,,3124.0,354.0,0
FKID005402,12.9948122,77.693173,"Bimal Maruti Show Room, 60/2, Whitefield Road, Garudachar Palya, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560048, India",unplanned,accident,Low,False,closed,Non-corridor,East Zone 1,,2023-12-19 21:18:49.866528+00:00,2023-12-20 00:54:57.466555+00:00,Mahadevapura,21.0,Tuesday,1,6,216.12666711666668,3124.0,253.0,0
FKID005403,12.9897442,77.6634633,"Varthuru Road, Deja View Homes, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",planned,construction,Low,True,closed,Non-corridor,Central Zone 1,,2023-12-20 04:20:32.666000+00:00,,Banaswadi,4.0,Wednesday,0,7,,3124.0,269.0,0
FKID005404,12.9949099,77.6160136,"Wheeler Road, Sindhi Colony, Cox Town, Bengaluru, Karnataka. Pin-560005 (India)",unplanned,pot_holes,Low,False,closed,Non-corridor,North Zone 1,SindhiColonyJunction,2023-12-19 22:59:19.166000+00:00,2024-01-29 04:46:40.713342+00:00,Pulikeshinagar(F.Town),22.0,Tuesday,1,3,57947.359122366666,3124.0,318.0,0
FKID005405,12.9896892,77.6634138,"Varthuru Road, Deja View Homes, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",planned,construction,Low,True,closed,Non-corridor,Central Zone 1,,2023-12-20 04:30:42.054000+00:00,,Banaswadi,4.0,Wednesday,0,7,,3124.0,269.0,0
FKID005406,13.0335547,77.48276889,"Andrahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560073, India",unplanned,accident,Low,False,closed,Non-corridor,West Zone 1,,2023-12-20 04:51:50.795000+00:00,,Peenya,4.0,Wednesday,0,6,,3124.0,433.0,0
FKID005407,12.9878346,77.4940169,"Magadi Main Road, Herohalli Cross, Madeshwara Nagar, Bengaluru, Karnataka. Pin-560091 (India)",unplanned,vehicle_breakdown,High,False,closed,Magadi Road,West Zone 1,,2023-12-20 05:12:04.002000+00:00,,Kamakshipalya,5.0,Wednesday,1,3,,245.0,433.0,0
FKID005408,13.041804,77.5477005,"Outer Ring Road, Renaissance Reserva, Muthyala Nagar, Bengaluru, Karnataka. Pin-560054 (India)",unplanned,others,High,False,closed,ORR North 2,North Zone 2,,2023-12-20 05:29:44.948000+00:00,2023-12-20 05:37:11.624807+00:00,Jalahalli,5.0,Wednesday,1,3,7.44461345,235.0,413.0,0
FKID005409,13.1276933,77.6137033,"Bengaluru Bellary Road, Ecopolis, Yelahanka, Bengaluru, Karnataka. Pin-560063 (India)",unplanned,accident,High,False,closed,Bellary Road 2,North Zone 2,,2023-12-20 05:46:03.227000+00:00,2023-12-20 06:25:41.284682+00:00,Yelahanka,5.0,Wednesday,1,7,39.634294700000005,379.0,413.0,0
FKID005410,12.9549495,77.5803014,"Lalbagh Fort Road, Minerva Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",unplanned,vehicle_breakdown,Low,False,closed,Non-corridor,Central Zone 2,Minerva Circle,2023-12-20 05:50:28.757000+00:00,,City Market,5.0,Wednesday,1,2,,3124.0,623.0,0
FKID005411,13.0698007,77.5855285,"Rajiv Gandhi Nagar Road, Samvriddhi Gardenia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",unplanned,accident,Low,False,closed,Non-corridor,North Zone 1,,2023-12-20 06:19:03.525000+00:00,,Kodigehalli,6.0,Wednesday,1,6,,3124.0,318.0,0
FKID005412,12.9694725,77.7005959,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",planned,construction,High,False,closed,ORR East 2,East Zone 1,,2023-12-20 21:00:57.522000+00:00,,HAL Old Airport,21.0,Wednesday,1,5,,187.0,253.0,0
FKID005413,12.9895441,77.663815,"Varthuru Road, Deja View Homes, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",unplanned,others,Low,True,active,Non-corridor,Central Zone 1,,2023-12-20 21:22:17.429000+00:00,,Banaswadi,21.0,Wednesday,1,5,,3124.0,269.0,1
FKID005414,12.8508093,77.5545817,"NICE Road, DS Max Stonescape, 5th G Block, Anjanapura Township, Bengaluru, Karnataka. Pin-560108 (India)",unplanned,vehicle_breakdown,Low,False,closed,Non-corridor,South Zone 1,,,2023-12-20 22:38:44.166167+00:00,Thalagattapura,-1.0,,0,2,,3124.0,233.0,0
FKID005415,12.9228533,77.6576917,"Outer Ring Road, SM Industrial Estate, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",unplanned,vehicle_breakdown,High,False,closed,ORR East 1,Central Zone 1,,2023-12-20 21:55:43.531000+00:00,2023-12-20 23:16:55.478587+00:00,Bellandur,21.0,Wednesday,1,3,81.19912645,244.0,269.0,0
FKID005416,12.8757572,77.4964189,"NICE Road, NICE Road Cloverleaf Junction, Varahasandra, Bengaluru, Karnataka. Pin-560060 (India)",unplanned,vehicle_breakdown,Low,False,closed,Non-corridor,South Zone 1,,2023-12-20 22:19:29.184000+00:00,2023-12-20 23:18:09.972319+00:00,Thalagattapura,22.0,Wednesday,1,2,58.679805316666666,3124.0,233.0,0
FKID005417,12.8669473,77.5071756,"NICE Road, The Little Valley, Rachanamadu, Bengaluru, Karnataka. Pin-560062 (India)",unplanned,vehicle_breakdown,Low,False,closed,Non-corridor,South Zone 1,,2023-12-20 22:30:12.314000+00:00,2023-12-20 23:18:15.624205+00:00,Thalagattapura,22.0,Wednesday,1,2,48.05517008333334,3124.0,233.0,0
FKID005418,13.0593972,77.6325951,"Thanisandra Main Road, Arkavathy Layout 14th Block, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",unplanned,vehicle_breakdown,High,False,closed,Hennur Main Road,North Zone 1,,2023-12-20 22:35:48.667000+00:00,,Hennuru,22.0,Wednesday,1,3,,96.0,318.0,0
FKID005419,13.0621794,77.5444587,"Hesarghatta Road, Kendriya Vidyalaya 2 Staff Quarters, Jalahalli East, Bengaluru, Karnataka. Pin-560014 (India)",unplanned,vehicle_breakdown,Low,False,resolved,Non-corridor,North Zone 1,,2023-12-20 22:44:40.860000+00:00,,Jalahalli,22.0,Wednesday,1,2,,3124.0,318.0,0
FKID005420,12.9476317,77.5331017,"Mysore Road, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",unplanned,others,High,False,closed,Mysore Road,West Zone 2,,2023-12-20 22:55:27.056000+00:00,2023-12-20 23:58:41.581658+00:00,Byatarayanapura,22.0,Wednesday,1,3,63.2420943,743.0,358.0,0
FKID005421,12.8600582,77.5215949,"NICE Road, Nagegowda Palya, Bengaluru, Karnataka. Pin-560109 (India)",unplanned,vehicle_breakdown,Low,False,closed,Non-corridor,South Zone 1,,2023-12-20 22:55:35.495000+00:00,2023-12-20 23:18:31.357143+00:00,Thalagattapura,22.0,Wednesday,1,2,22.931035716666667,3124.0,233.0,0
FKID005422,12.8425759,77.5885226,"Bannerghatta Main Road, Ambiant, Weavers Colony, Bengaluru, Karnataka. Pin-560083 (India)",unplanned,vehicle_breakdown,Low,False,closed,Non-corridor,South Zone 1,,2023-12-20 23:50:53.047000+00:00,2023-12-21 00:54:35.878813+00:00,Hulimavu,23.0,Wednesday,0,2,63.71386355,3124.0,233.0,0
FKID005423,13.0042703,77.6629128,"MBT Road, Kasturi Nagar, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",unplanned,vehicle_breakdown,High,False,closed,ORR North 1,Central Zone 1,,2023-12-21 02:04:39.977000+00:00,,Banaswadi,2.0,Thursday,0,3,,275.0,269.0,0
FKID005424,13.1112089,77.6337925,"Bellahali Main Road, Godrej Thanisandra, Kogilu Layout, Srinivasapur, Bengaluru, Karnataka. Pin-560064 (India)",unplanned,tree_fall,High,False,active,Hennur Main Road,North Zone 2,,2023-12-21 02:05:24.142000+00:00,,Yelahanka,2.0,Thursday,0,4,,96.0,413.0,1
FKID005425,13.1112688,77.6338053,"Bellahali Main Road, Godrej Thanisandra, Kogilu Layout, Srinivasapur, Bengaluru, Karnataka. Pin-560064 (India)",unplanned,tree_fall,High,False,active,Hennur Main Road,North Zone 2,,2023-12-21 02:07:38.331000+00:00,,Yelahanka,2.0,Thursday,0,4,,96.0,413.0,1
FKID005426,12.9417825,77.7470581,"Varthur Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",unplanned,others,Low,False,closed,Non-corridor,East Zone 1,,2023-12-21 02:44:24.988000+00:00,2023-12-21 04:24:03.676500+00:00,Whitefield,2.0,Thursday,0,2,99.64480833333333,3124.0,253.0,0
FKID005427,13.0446122,77.5830636,"Outer Ring Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",unplanned,vehicle_breakdown,High,False,closed,ORR North 2,North Zone 1,,2023-12-21 03:05:08.238000+00:00,,Kodigehalli,3.0,Thursday,0,3,,235.0,318.0,0
FKID005428,13.0356667,77.58912,"Bellary Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",unplanned,vehicle_breakdown,High,False,closed,Bellary Road 1,North Zone 2,,2023-12-21 04:28:09.462000+00:00,2023-12-21 04:47:55.007505+00:00,Kodigehalli,4.0,Thursday,0,3,19.75909175,610.0,413.0,0
FKID005429,12.9996649,77.6752443,"MBT Road, Dargah Mohalla, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",unplanned,vehicle_breakdown,High,False,closed,ORR East 2,East Zone 2,,2023-12-21 04:24:08.096000+00:00,2023-12-21 05:57:03.077378+00:00,Banaswadi,4.0,Thursday,0,3,92.9163563,187.0,190.0,0
FKID005430,13.0360183,77.5891833,"Bellary Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",unplanned,vehicle_breakdown,High,False,closed,Bellary Road 1,North Zone 2,,2023-12-21 05:57:23.185000+00:00,2023-12-21 08:24:59.889225+00:00,Kodigehalli,5.0,Thursday,1,3,147.61173708333334,610.0,413.0,0
FKID005431,13.0701327,77.5869723,"Railway Samantara Road, Fortune Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",unplanned,others,Low,False,active,Non-corridor,North Zone 1,,2023-12-21 06:46:30.111000+00:00,,Kodigehalli,6.0,Thursday,1,2,,3124.0,318.0,1
